gene_id	transcript_pos	exon_start	exon_stop	length	type
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140850212	140924566	74355	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140850111	140850212	102	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140834872	140850111	15240	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140834609	140834872	264	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140808995	140834609	25615	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140808892	140808995	104	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140808062	140808892	831	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140807960	140808062	103	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140801560	140807960	6401	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140801412	140801560	149	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140800481	140801412	932	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140800362	140800481	120	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140794467	140800362	5896	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140794308	140794467	160	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140787584	140794308	6725	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140787548	140787584	37	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140783157	140787548	4392	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140783021	140783157	137	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140781693	140783021	1329	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140781576	140781693	118	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140778075	140781576	3502	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140777991	140778075	85	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140777088	140777991	904	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140776912	140777088	177	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140754233	140776912	22680	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140754187	140754233	47	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140753393	140754187	795	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140753337	140753393	57	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140753336	140753336	1	snp
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140753275	140753335	61	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140749418	140753275	3858	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140749287	140749418	132	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140739946	140749287	9342	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140739812	140739946	135	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140734770	140739812	5043	intron
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140734599	140734770	172	exon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140734597	140734599	3	stop_codon
ENSG00000157764|BRAF|ENST00000288602	7:140734479:140924764:-	140734479	140734597	119	utr
ENSG00000257138|TAS2R38|ENST00000547270	7:141972631:141973773:-	141973689	141973773	85	utr
ENSG00000257138|TAS2R38|ENST00000547270	7:141972631:141973773:-	141973687	141973689	3	start_codon
ENSG00000257138|TAS2R38|ENST00000547270	7:141972631:141973773:-	141973546	141973687	142	exon
ENSG00000257138|TAS2R38|ENST00000547270	7:141972631:141973773:-	141973545	141973545	1	snp
ENSG00000257138|TAS2R38|ENST00000547270	7:141972631:141973773:-	141972690	141973544	855	exon
ENSG00000257138|TAS2R38|ENST00000547270	7:141972631:141973773:-	141972688	141972690	3	stop_codon
ENSG00000257138|TAS2R38|ENST00000547270	7:141972631:141973773:-	141972631	141972688	58	utr
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67544032	67545717	1686	utr
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67545717	67545719	3	start_codon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67545719	67545784	66	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67545785	67545785	1	snp
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67545786	67546762	977	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67546762	67643256	96495	intron
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67643256	67643407	152	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67643407	67686010	42604	intron
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67686010	67686126	117	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67686126	67711402	25277	intron
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67711402	67711689	288	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67711689	67717478	5790	intron
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67717478	67717622	145	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67717622	67721833	4212	intron
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67721833	67721963	131	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67721963	67722152	190	intron
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67722152	67722172	21	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67722172	67722827	656	intron
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67722827	67722984	158	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67722984	67723686	703	intron
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67723686	67723839	154	exon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67723839	67723841	3	stop_codon
ENSG00000169083|AR|ENST00000612452	X:67544032:67730618:+	67723841	67730618	6778	utr
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67544032	67545147	1116	utr
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67545147	67545149	3	start_codon
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67545149	67545784	636	exon
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67545785	67545785	1	snp
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67545786	67546762	977	exon
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67546762	67643256	96495	intron
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67643256	67643407	152	exon
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67643407	67686010	42604	intron
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67686010	67686126	117	exon
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67686126	67711402	25277	intron
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67711402	67711689	288	exon
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67711689	67723686	11998	intron
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67723686	67723715	30	exon
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67723715	67723717	3	stop_codon
ENSG00000169083|AR|ENST00000396044	X:67544032:67730618:+	67723717	67730618	6902	utr
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67544036	67545147	1112	utr
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67545147	67545149	3	start_codon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67545149	67545784	636	exon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67545785	67545785	1	snp
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67545786	67546762	977	exon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67546762	67643256	96495	intron
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67643256	67643407	152	exon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67643407	67686010	42604	intron
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67686010	67686126	117	exon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67686126	67711402	25277	intron
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67711402	67711689	288	exon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67711689	67717478	5790	intron
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67717478	67717622	145	exon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67717622	67721833	4212	intron
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67721833	67721963	131	exon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67721963	67722827	865	intron
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67722827	67722984	158	exon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67722984	67723686	703	intron
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67723686	67723839	154	exon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67723839	67723841	3	stop_codon
ENSG00000169083|AR|ENST00000374690	X:67544036:67730619:+	67723841	67730619	6779	utr
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67544820	67545147	328	utr
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67545147	67545149	3	start_codon
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67545149	67545784	636	exon
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67545785	67545785	1	snp
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67545786	67546762	977	exon
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67546762	67643256	96495	intron
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67643256	67643407	152	exon
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67643407	67686010	42604	intron
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67686010	67686126	117	exon
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67686126	67694673	8548	intron
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67694673	67694720	48	exon
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67694720	67694722	3	stop_codon
ENSG00000169083|AR|ENST00000504326	X:67544820:67696075:+	67694722	67696075	1354	utr
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67544820	67545147	328	utr
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67545147	67545149	3	start_codon
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67545149	67545784	636	exon
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67545785	67545785	1	snp
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67545786	67546762	977	exon
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67546762	67643256	96495	intron
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67643256	67643407	152	exon
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67643407	67680720	37314	intron
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67680720	67680752	33	exon
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67680752	67680754	3	stop_codon
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67680754	67681003	250	utr
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67681003	67686010	5008	intron
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67686010	67686126	117	utr
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67686126	67694673	8548	intron
ENSG00000169083|AR|ENST00000514029	X:67544820:67696075:+	67694673	67696075	1403	utr
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67544820	67545147	328	utr
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67545147	67545149	3	start_codon
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67545149	67545784	636	exon
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67545785	67545785	1	snp
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67545786	67546762	977	exon
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67546762	67643256	96495	intron
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67643256	67643407	152	exon
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67643407	67680720	37314	intron
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67680720	67680751	32	exon
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67680751	67680755	5	intron
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67680755	67680881	127	exon
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67680881	67680883	3	stop_codon
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67680883	67681003	121	utr
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67681003	67686010	5008	intron
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67686010	67686126	117	utr
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67686126	67694673	8548	intron
ENSG00000169083|AR|ENST00000612010	X:67544820:67696075:+	67694673	67696075	1403	utr
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67544820	67545147	328	utr
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67545147	67545149	3	start_codon
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67545149	67545784	636	exon
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67545785	67545785	1	snp
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67545786	67546762	977	exon
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67546762	67685941	139180	intron
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67685941	67686041	101	exon
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67686041	67686043	3	stop_codon
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67686043	67686126	84	utr
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67686126	67694673	8548	intron
ENSG00000169083|AR|ENST00000613054	X:67544820:67696075:+	67694673	67696075	1403	utr
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154182596	154182678	83	utr
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154182678	154182680	3	start_codon
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154182680	154182789	110	exon
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154182789	154187770	4982	intron
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154187770	154188066	297	exon
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154188066	154190054	1989	intron
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154190054	154190222	169	exon
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154190222	154191688	1467	intron
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154191688	154191715	28	exon
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154191716	154191716	1	snp
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154191717	154191853	137	exon
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154191853	154193408	1556	intron
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154193408	154193647	240	exon
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154193647	154195930	2284	intron
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154195930	154196038	109	exon
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154196038	154196040	3	stop_codon
ENSG00000268221|OPN1MW|ENST00000595290	X:154182596:154196105:+	154196040	154196105	66	utr
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133275189	133275214	26	utr
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133275187	133275189	3	start_codon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133275162	133275187	26	exon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133262168	133275162	12995	intron
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133262099	133262168	70	exon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133261374	133262099	726	intron
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133261318	133261374	57	exon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133259866	133261318	1453	intron
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133259819	133259866	48	exon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133258132	133259819	1688	intron
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133258097	133258132	36	exon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133257542	133258097	556	intron
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133257524	133257542	19	exon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133257521	133257524	4	intron
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133257409	133257521	113	exon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133256356	133257409	1054	intron
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133256206	133256356	151	exon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133256205	133256205	1	snp
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133255668	133256204	537	exon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133255666	133255668	3	stop_codon
ENSG00000175164|ABO|ENST00000611156	9:133255176:133275214:-	133255176	133255666	491	utr
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133275189	133275214	26	utr
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133275187	133275189	3	start_codon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133275162	133275187	26	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133262168	133275162	12995	intron
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133262099	133262168	70	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133261374	133262099	726	intron
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133261318	133261374	57	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133259866	133261318	1453	intron
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133259819	133259866	48	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133258132	133259819	1688	intron
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133258097	133258132	36	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133257542	133258097	556	intron
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133257524	133257542	19	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133257521	133257524	4	intron
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133257409	133257521	113	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133256356	133257409	1054	intron
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133256206	133256356	151	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133256205	133256205	1	snp
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133255675	133256204	530	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133255670	133255675	6	intron
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133255604	133255670	67	exon
ENSG00000175164|ABO|ENST00000538324	9:133255602:133275214:-	133255602	133255604	3	stop_codon
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5227021	5227071	51	utr
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5227019	5227021	3	start_codon
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5227003	5227019	17	exon
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5227002	5227002	1	snp
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5226930	5227001	72	exon
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5226799	5226930	132	intron
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5226577	5226799	223	exon
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5225726	5226577	852	intron
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5225600	5225726	127	exon
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5225598	5225600	3	stop_codon
ENSG00000244734|HBB|ENST00000335295	11:5225464:5227071:-	5225464	5225598	135	utr
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5227021	5227071	51	utr
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5227019	5227021	3	start_codon
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5227003	5227019	17	exon
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5227002	5227002	1	snp
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5226946	5227001	56	exon
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5226799	5226946	148	intron
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5226710	5226799	90	exon
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5226708	5226710	3	stop_codon
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5226577	5226708	132	utr
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5225726	5226577	852	intron
ENSG00000244734|HBB|ENST00000633227	11:5225467:5227071:-	5225467	5225726	260	utr
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66546395	66546511	117	utr
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66546511	66546513	3	start_codon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66546513	66546786	274	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66546786	66551239	4454	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66551239	66551353	115	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66551353	66551528	176	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66551528	66551647	120	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66551647	66554045	2399	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66554045	66554131	87	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66554131	66554536	406	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66554536	66554623	88	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66554623	66555130	508	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66555130	66555208	79	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66555208	66555286	79	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66555286	66555367	82	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66555367	66556145	779	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66556145	66556230	86	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66556230	66557133	904	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66557133	66557225	93	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66557225	66557699	475	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66557699	66557929	231	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66557929	66558027	99	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66558027	66558174	148	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66558174	66559236	1063	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66559236	66559386	151	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66559386	66559968	583	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66559968	66560076	109	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66560076	66560171	96	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66560171	66560311	141	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66560311	66560573	263	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66560573	66560623	51	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66560624	66560624	1	snp
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66560625	66560755	131	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66560755	66561227	473	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66561227	66561361	135	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66561361	66561458	98	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66561458	66561637	180	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66561637	66562022	386	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66562022	66562168	147	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66562168	66562257	90	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66562257	66562322	66	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66562322	66562796	475	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66562796	66562954	159	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66562954	66563035	82	intron
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66563035	66563191	157	exon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66563191	66563193	3	stop_codon
ENSG00000248746|ACTN3|ENST00000502692	11:66546395:66563326:+	66563193	66563326	134	utr
ENSG00000248746|ACTN3|ENST00000513398	11:66546841:66563329:+	66546841	66546938	98	utr
ENSG00000248746|ACTN3|ENST00000513398	11:66546841:66563329:+	66546938	66546940	3	start_codon
ENSG00000248746|ACTN3|ENST00000513398	11:66546841:66563329:+	66546940	66547084	145	exon
ENSG00000248746|ACTN3|ENST00000513398	11:66546841:66563329:+	66547084	66551239	4156	intron
ENSG00000248746|ACTN3|ENST00000513398	11:66546841:66563329:+	66551239	66551353	115	exon
ENSG00000248746|ACTN3|ENST00000513398	11:66546841:66563329:+	66551353	66551528	176	intron
ENSG00000248746|ACTN3|ENST00000513398	11:66546841:66563329:+	66551528	66551647	120	exon
ENSG00000248746|ACTN3|ENST00000513398	11:66546841:66563329:+	66551647	66554045	2399	intron
ENSG00000248746|ACTN3|ENST00000513398	11:66546841:66563329:+	66554045	66554131	87	exon
